City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
474,Tallahassee,US,30.4383,-84.2807,56.86,72,99,7.52,overcast clouds
475,Laguna,US,38.421,-121.4238,68.29,38,0,5.75,clear sky
476,Lecco,IT,45.8533,9.3905,51.06,92,31,1.01,scattered clouds
477,Miquelon,PM,47.0975,-56.3814,33.8,63,100,6.58,overcast clouds
478,Itarema,BR,-2.9248,-39.9167,79.05,72,19,17.22,few clouds
479,Obernai,FR,48.4631,7.481,51.4,93,100,3.44,overcast clouds
480,Chapais,CA,49.7834,-74.8492,19.18,95,100,5.82,light snow
481,Putina,PE,-15.4667,-69.4333,50.29,46,36,18.97,scattered clouds
482,Winslow,US,35.0242,-110.6974,48.38,17,0,6.91,clear sky
483,San Gabriel Casa Blanca,MX,18.15,-97.1333,76.35,63,12,7.61,few clouds
484,Alice Springs,AU,-23.7,133.8833,67.55,77,75,8.05,broken clouds
485,Shenjiamen,CN,29.9576,122.298,63.84,94,100,6.93,overcast clouds
486,Henties Bay,NA,-22.116,14.2845,60.26,88,2,5.64,clear sky
487,Saint Michael,US,45.21,-93.665,30.15,87,100,12.66,overcast clouds
488,Tiangua,BR,-3.7322,-40.9917,72.01,76,6,6.2,clear sky
489,Nan,TH,18.8333,100.6667,69.82,100,100,0.0,mist
490,Hasaki,JP,35.7333,140.8333,50.22,61,44,15.93,scattered clouds
491,Aleksandrov Gay,RU,50.147,48.5704,30.72,81,100,10.4,overcast clouds
492,Sur,OM,22.5667,59.5289,75.92,77,9,3.65,clear sky
493,Branistea,RO,44.6833,25.5833,49.39,76,100,5.26,overcast clouds
494,Inuvik,CA,68.3499,-133.7218,25.56,48,75,6.91,broken clouds
495,Faanui,PF,-16.4833,-151.75,79.34,76,100,4.0,overcast clouds
496,Mpraeso,GH,6.5932,-0.7346,70.52,68,78,2.57,broken clouds
497,San Quintin,MX,30.4833,-115.95,66.6,38,0,7.47,clear sky
498,Ginir,ET,7.1333,40.7,53.62,52,0,6.53,clear sky
499,Qaqortoq,GL,60.7167,-46.0333,10.72,88,53,3.83,broken clouds
500,Kisangani,CD,0.5167,25.2,68.27,97,96,0.47,light rain
501,Kulhudhuffushi,MV,6.6221,73.07,80.89,75,40,6.31,scattered clouds
502,Provideniya,RU,64.3833,-173.3,37.51,87,100,21.99,fog
503,Broome,US,42.2506,-75.833,37.9,83,100,14.97,overcast clouds
504,Bathurst,AU,-33.4166,149.5806,52.72,69,0,1.01,clear sky
505,Benguela,AO,-12.5763,13.4055,74.1,74,94,3.56,overcast clouds
506,Gigmoto,PH,13.7796,124.39,81.52,86,94,8.34,overcast clouds
507,Waingapu,ID,-9.6567,120.2641,81.54,78,100,2.84,overcast clouds
508,Mingguang,CN,32.7802,117.9638,53.78,88,100,6.49,overcast clouds
509,Oruro,BO,-17.9833,-67.15,66.69,24,20,16.11,few clouds
510,Peterhead,GB,57.5058,-1.7981,50.4,88,84,33.96,moderate rain
511,Bure,ET,10.7,37.0667,53.71,72,37,5.32,scattered clouds
512,Mananjary,MG,-21.2167,48.3333,71.82,92,93,6.98,light rain
513,Luganville,VU,-15.5333,167.1667,85.44,65,1,2.37,clear sky
514,Phangnga,TH,8.4509,98.5298,77.04,94,100,1.34,overcast clouds
515,Lata,PT,40.1629,-8.3327,63.07,98,100,9.8,light rain
516,Inverness,GB,57.4791,-4.224,45.99,93,75,4.61,moderate rain
517,Marabba,SD,12.35,32.1833,78.01,22,11,11.54,few clouds
518,Oistins,BB,13.0667,-59.5333,80.69,78,20,14.97,few clouds
519,Shangrao,CN,28.4532,117.9686,60.04,96,100,1.3,overcast clouds
520,Kovdor,RU,67.5662,30.4758,18.84,96,100,3.06,overcast clouds
521,Kokopo,PG,-4.352,152.2633,83.46,65,100,2.51,overcast clouds
522,Sokoni,TZ,-6.4333,39.55,79.07,80,16,10.13,few clouds
523,Heihe,CN,50.2441,127.4902,3.78,100,65,3.83,broken clouds
524,Kieta,PG,-6.2167,155.6333,84.22,63,100,3.71,overcast clouds
525,Baykit,RU,61.67,96.37,-4.02,98,100,3.67,overcast clouds
526,Bichura,RU,50.5881,107.6022,22.84,94,69,1.68,light snow
527,Jimma,ET,7.6667,36.8333,55.96,76,17,1.63,few clouds
528,Morondava,MG,-20.2833,44.2833,78.31,78,5,4.14,light rain
529,Caluquembe,AO,-13.7833,14.6833,60.1,66,79,4.81,broken clouds
530,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.22,83,53,6.42,broken clouds
531,Murnau,DE,48.2302,12.2943,42.39,91,52,3.2,broken clouds
532,Copala,MX,16.65,-98.9833,82.31,71,36,5.26,scattered clouds
533,Langenburg,DE,49.2544,9.8458,44.92,97,75,5.75,broken clouds
534,Kroya,ID,-7.6331,109.2461,77.61,89,98,2.75,overcast clouds
535,Iqaluit,CA,63.7506,-68.5145,4.73,78,100,3.44,light snow
536,Drovyanaya,RU,51.5833,113.0333,18.59,89,50,4.54,scattered clouds
537,Lazaro Cardenas,MX,17.9583,-102.2,82.51,73,0,7.2,clear sky
538,Lermontovka,RU,47.1453,134.3383,23.72,93,87,3.78,overcast clouds
539,Silva Jardim,BR,-22.6508,-42.3917,73.38,96,100,5.23,overcast clouds
540,Porgera,PG,-5.4667,143.2,56.43,53,81,1.19,broken clouds
541,Kigorobya,UG,1.6162,31.3089,65.34,91,96,0.96,light rain
542,Whitehorse,CA,60.7161,-135.0538,21.09,91,75,4.61,broken clouds
543,Coruripe,BR,-10.1256,-36.1756,77.09,85,62,11.03,broken clouds
544,Acarau,BR,-2.8856,-40.12,79.25,74,13,18.99,few clouds
545,Veraval,IN,20.9,70.3667,75.67,50,3,9.22,clear sky
546,Lugazi,UG,0.3772,32.9197,63.0,91,82,1.03,broken clouds
547,Saint-Leu,RE,-21.15,55.2833,70.63,66,11,1.92,few clouds
548,Hofn,IS,64.2539,-15.2082,45.09,92,99,12.97,overcast clouds
549,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,91,100,16.33,overcast clouds
550,Port Hueneme,US,34.1478,-119.1951,76.78,12,0,23.02,clear sky
551,Champerico,GT,14.3,-91.9167,91.94,71,89,4.18,overcast clouds
552,Leshukonskoye,RU,64.8989,45.7622,21.24,97,99,4.14,overcast clouds
553,Zhicheng,CN,30.2956,111.5047,49.93,82,2,1.25,clear sky
554,Zanesville,US,39.9404,-82.0132,35.98,82,94,1.01,overcast clouds
555,Acucena,BR,-19.0731,-42.5464,68.52,99,100,2.66,overcast clouds
556,Grand Gaube,MU,-20.0064,57.6608,68.4,69,1,4.0,clear sky
557,La Riviera,US,38.5668,-121.3569,67.95,39,0,5.75,clear sky
558,Roma,US,43.2128,-75.4557,39.81,87,100,8.05,overcast clouds
559,Sinazongwe,ZM,-17.2614,27.4618,80.26,57,37,3.18,scattered clouds
560,Matagami,CA,49.7502,-77.6328,15.91,92,100,4.61,light snow
561,Alenquer,BR,-1.9417,-54.7383,83.35,52,44,2.39,scattered clouds
562,Malartic,CA,48.1335,-78.1328,23.11,92,100,6.26,snow
563,Banyuwangi,ID,-8.2325,114.3576,76.93,86,97,0.72,overcast clouds
564,Lanzhou,CN,36.0564,103.7922,42.69,60,44,0.96,scattered clouds
565,Miramar,US,25.9873,-80.2323,82.99,78,100,9.22,overcast clouds
566,Sassandra,CI,4.95,-6.0833,76.69,87,45,4.03,scattered clouds
567,East Moline,US,41.5009,-90.4443,30.65,83,100,12.66,overcast clouds
568,Oromocto,CA,45.8351,-66.4792,38.71,95,100,15.01,light rain
569,Ajdabiya,LY,30.7554,20.2263,64.71,36,0,9.69,clear sky
570,Liwale,TZ,-9.7667,37.9333,69.3,93,42,4.14,scattered clouds
571,Puerto Escondido,MX,15.85,-97.0667,82.45,70,92,2.8,overcast clouds
572,West Haverstraw,US,41.2095,-73.9854,47.73,73,57,5.1,broken clouds
573,Pangkalanbuun,ID,-2.6833,111.6167,75.07,96,99,1.36,overcast clouds
574,Luwuk,ID,-0.9516,122.7875,80.33,85,100,4.25,overcast clouds
575,Kiama,AU,-34.6833,150.8667,65.25,49,5,10.49,clear sky
576,Pangody,RU,65.85,74.4859,1.76,84,98,8.25,overcast clouds
577,Rio Gallegos,AR,-51.6226,-69.2181,60.85,39,0,31.07,clear sky
578,Mala Danylivka,UA,50.0635,36.1656,37.35,94,100,9.31,light rain
579,Komsomolskiy,UZ,40.4272,71.7189,38.12,81,12,4.61,few clouds
580,Vao,NC,-22.6667,167.4833,76.17,80,98,13.22,overcast clouds
581,Tete,MZ,-16.1564,33.5867,82.49,69,20,6.91,few clouds
582,Oriximina,BR,-1.7656,-55.8661,84.4,54,79,1.52,broken clouds
583,Rajura,IN,19.7833,79.3667,59.74,63,12,1.21,few clouds
584,Xining,CN,36.6167,101.7667,30.72,52,8,2.62,clear sky
585,Bambanglipuro,ID,-7.95,110.2833,76.84,88,91,2.89,overcast clouds
586,Quixada,BR,-4.9714,-39.0153,80.04,60,20,8.57,few clouds
587,Cairns,AU,-16.9167,145.7667,90.07,63,1,5.75,clear sky
588,Malumfashi,NG,11.7853,7.6218,70.0,28,2,7.43,clear sky
589,Ganzhou,CN,28.8184,115.4327,58.26,90,100,3.09,overcast clouds
590,Baie-Comeau,CA,49.2168,-68.1489,28.08,93,100,18.41,light snow
591,Felipe Carrillo Puerto,MX,19.5833,-88.05,79.79,74,29,4.61,scattered clouds
592,Aasiaat,GL,68.7098,-52.8699,11.88,93,100,5.35,overcast clouds
593,Ayolas,PY,-27.4,-56.9,72.64,52,0,2.66,clear sky
594,Tarui,JP,35.3667,136.5333,54.86,100,78,1.34,broken clouds
595,Tuatapere,NZ,-46.1333,167.6833,58.69,89,100,3.51,light rain
596,Margate,GB,51.3813,1.3862,54.3,94,98,5.01,overcast clouds
597,Tagusao,PH,9.1924,117.8141,80.2,81,100,4.05,heavy intensity rain
598,Tautira,PF,-17.7333,-149.15,77.47,80,94,8.03,overcast clouds
599,Olafsvik,IS,64.8945,-23.7142,44.26,73,85,21.23,overcast clouds
600,Huntington,US,38.4193,-82.4452,39.34,77,100,8.05,overcast clouds
601,Alyangula,AU,-13.8483,136.4192,86.77,60,91,3.96,overcast clouds
602,Tongchuan,CN,35.0806,109.0897,43.3,71,0,3.53,clear sky
603,Swan Hill,AU,-35.3378,143.5544,57.02,50,0,8.99,clear sky
604,Raudeberg,NO,61.9875,5.1352,50.86,29,0,4.56,clear sky
605,Faridpur,BD,23.6,89.8333,67.62,65,0,6.46,clear sky
606,Greenville,US,35.6127,-77.3663,55.56,82,0,0.0,clear sky
607,Quatre Cocos,MU,-20.2078,57.7625,68.11,66,0,6.11,clear sky
608,Lewistown,US,40.5992,-77.5714,38.14,89,100,5.75,overcast clouds
609,Eguia,PH,15.9065,119.8858,78.33,76,50,5.61,scattered clouds
610,Santa Vitoria,BR,-18.8386,-50.1214,79.09,30,0,4.92,clear sky
611,Ugoofaaru,MV,5.6667,73.0,80.26,78,69,8.14,moderate rain
612,Polewali,ID,-3.4324,119.3435,78.67,86,100,2.21,overcast clouds
613,Lasem,ID,-6.6922,111.4527,78.46,90,87,3.65,overcast clouds
614,Shetpe,KZ,44.1667,52.1167,40.5,51,100,15.73,overcast clouds
615,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,12.79,67,0,6.71,clear sky
616,Bonavista,CA,48.6499,-53.1147,34.43,65,93,8.21,overcast clouds
617,San Borja,BO,-14.8167,-66.85,84.06,55,76,2.68,broken clouds
618,Porto Novo,BJ,6.4965,2.6036,82.22,81,3,7.9,clear sky
619,Messina,IT,38.1933,15.5497,65.79,73,75,4.61,broken clouds
620,Puerto Maldonado,PE,-12.6,-69.1833,90.0,58,20,4.61,few clouds
621,San Vicente,AR,-26.6167,-54.1333,62.31,71,1,2.3,clear sky
622,Juybar,IR,36.6412,52.9124,55.8,63,49,4.72,scattered clouds
623,Hammerfest,NO,70.6634,23.6821,36.05,55,0,3.44,clear sky
624,Pokrovka,KG,42.3414,78.0056,27.48,83,100,5.48,light snow
625,Cacule,BR,-14.5033,-42.2222,67.62,96,100,1.88,overcast clouds
626,Tamandare,BR,-8.7597,-35.1047,77.11,83,55,5.66,broken clouds
627,Florence,IT,43.7667,11.25,58.53,96,20,6.91,few clouds
628,Orbetello,IT,42.4408,11.2196,55.42,81,4,5.84,clear sky
629,Chuzhou,CN,32.3219,118.2978,54.68,90,100,8.75,overcast clouds
630,Glazov,RU,58.1394,52.6584,15.57,92,90,5.5,overcast clouds
631,Upington,ZA,-28.4478,21.2561,70.18,14,45,1.14,scattered clouds
632,Beboto,TD,8.2668,16.939,72.46,40,65,0.83,broken clouds
633,Pangai,TO,-19.8,-174.35,82.51,65,20,0.0,few clouds
634,Tela,HN,15.7833,-87.45,84.15,74,40,6.91,scattered clouds
635,Itaperucu,BR,-25.22,-49.3478,65.61,72,1,4.97,clear sky
636,Yetkul,RU,54.8221,61.588,4.98,94,53,2.21,broken clouds
637,Saint-Francois,FR,46.4154,3.9054,53.04,71,0,8.05,clear sky
638,Ahipara,NZ,-35.1667,173.1667,67.06,64,47,7.43,scattered clouds
639,Inongo,CD,-1.95,18.2667,69.87,97,100,5.3,overcast clouds
640,Havoysund,NO,70.9963,24.6622,39.43,63,46,13.69,scattered clouds
641,Vila,PT,42.0304,-8.1588,52.68,94,99,6.85,overcast clouds
642,Oudtshoorn,ZA,-33.5907,22.2014,61.16,75,99,3.13,overcast clouds
643,Tokmak,UA,47.2514,35.7058,46.33,94,100,8.9,light rain
644,Aksha,RU,50.2814,113.2867,20.73,83,32,6.85,scattered clouds
645,Nyimba,ZM,-14.5566,30.8149,72.48,65,2,2.24,clear sky
646,Sinnamary,GF,5.3833,-52.95,78.91,82,100,10.45,overcast clouds
647,Lingao,CN,19.9103,109.6859,73.85,95,26,9.42,scattered clouds
648,Kiruna,SE,67.8557,20.2251,9.52,72,72,10.36,broken clouds
649,Fayaoue,NC,-20.65,166.5333,79.3,70,100,9.48,overcast clouds
650,Polovinnoye,RU,54.7914,65.9864,6.53,86,99,7.16,overcast clouds
651,Vicuna,CL,-30.0319,-70.7081,82.78,52,13,4.85,few clouds
652,Tarnogskiy Gorodok,RU,60.4997,43.5761,22.14,70,100,5.91,overcast clouds
653,Botwood,CA,49.1499,-55.3482,28.9,88,71,2.66,broken clouds
654,Lakhimpur,IN,27.95,80.7667,61.0,57,0,6.85,clear sky
655,Ocos,GT,14.5094,-92.1933,83.12,71,83,2.75,broken clouds
656,Salvador,SV,13.8333,-88.9167,76.55,77,53,0.51,broken clouds
657,Guerrero Negro,MX,27.9769,-114.0611,74.55,27,0,4.0,clear sky
658,Santa Maria Da Vitoria,BR,-13.3947,-44.1886,69.96,97,100,1.97,overcast clouds
659,Qinhuangdao,CN,39.9317,119.5883,45.75,61,0,6.2,clear sky
660,La Rioja,ES,42.25,-2.5,42.58,79,100,5.93,overcast clouds
661,Akim Swedru,GH,5.8938,-1.0164,74.25,92,89,2.64,overcast clouds
662,Lisala,CD,2.15,21.5167,72.59,83,100,1.92,overcast clouds
663,Okhotsk,RU,59.3833,143.3,-5.06,79,10,15.43,clear sky
664,Cowansville,CA,45.2001,-72.7491,33.93,98,100,3.44,light snow
665,Gemena,CD,3.25,19.7667,71.4,75,100,0.94,overcast clouds
666,Hermosillo,MX,29.0667,-110.9667,82.2,25,0,5.01,clear sky
667,Husavik,IS,66.0449,-17.3389,42.51,83,100,15.21,overcast clouds
668,Lashio,MM,22.9333,97.75,52.97,98,4,1.52,clear sky
669,Gua Musang,MY,4.8823,101.9644,74.07,99,100,1.68,overcast clouds
670,Porto Belo,BR,-27.1578,-48.5531,73.35,70,0,10.63,clear sky
671,Buchanan,LR,5.8808,-10.0467,77.45,85,69,5.46,light rain
672,Krasnovishersk,RU,60.4078,57.082,0.57,97,32,2.01,scattered clouds
673,Capoterra,IT,39.1763,8.9718,60.55,87,0,2.3,clear sky
674,Mamallapuram,IN,12.6264,80.1722,75.25,71,47,9.78,scattered clouds
675,San Jose,US,37.3394,-121.895,70.88,23,20,8.05,few clouds
676,Fort Abbas,PK,29.1925,72.8536,65.77,35,0,4.32,clear sky
677,Bartlesville,US,36.7473,-95.9808,39.15,42,0,7.0,clear sky
678,Tommot,RU,58.9564,126.2925,-5.96,91,98,2.1,overcast clouds
679,Mocuba,MZ,-16.8392,36.9856,71.71,96,2,2.53,clear sky
680,Atambua,ID,-9.1061,124.8925,79.18,73,100,1.63,overcast clouds
681,Arlit,NE,18.7369,7.3853,69.53,18,4,7.63,clear sky
682,Terenos,BR,-20.4422,-54.8603,80.31,36,0,6.91,clear sky
683,Benavente,ES,42.0025,-5.6783,55.65,91,94,8.99,overcast clouds
684,Ambon,ID,-3.6954,128.1814,82.54,78,40,2.3,scattered clouds
685,Locri,IT,38.2414,16.2623,63.32,57,91,6.04,overcast clouds
686,Chuguyevka,RU,44.1653,133.8633,23.25,84,18,3.29,few clouds
687,Rajmahal,IN,25.05,87.8333,64.15,59,0,4.54,clear sky
688,Pitkyaranta,RU,61.5734,31.4792,29.37,91,43,9.08,scattered clouds
689,Ust-Tarka,RU,55.5672,75.705,11.66,93,100,9.37,overcast clouds
690,Coquimbo,CL,-29.9533,-71.3436,62.33,82,40,11.5,scattered clouds
691,Zverinogolovskoye,RU,54.4586,64.8542,5.74,93,59,4.7,broken clouds
692,Bulgan,MN,48.8125,103.5347,23.14,50,2,4.61,clear sky
693,Phalombe,MW,-15.8064,35.6507,68.81,84,16,2.55,few clouds
694,Ughelli,NG,5.4899,6.0074,76.24,87,46,3.06,scattered clouds
695,Manaus,BR,-3.1019,-60.025,86.5,78,20,4.61,few clouds
696,Sao Filipe,CV,14.8961,-24.4956,77.74,67,39,4.68,scattered clouds
697,Rio Claro,BR,-22.4114,-47.5614,72.37,56,37,16.15,scattered clouds
698,Savannakhet,LA,16.566,104.751,70.81,90,5,4.36,clear sky
699,Sao Marcos,BR,-28.9711,-51.0681,56.16,64,0,3.8,clear sky
700,Prince Rupert,CA,54.3161,-130.3201,47.89,87,100,4.61,overcast clouds
701,Mehriz,IR,31.5917,54.4318,52.3,42,37,5.91,scattered clouds
702,Northam,GB,51.0333,-4.2167,49.6,94,100,17.87,light rain
703,Marzuq,YE,14.4,46.4667,62.83,62,12,2.24,few clouds
704,Ekibastuz,KZ,51.6667,75.3667,20.57,74,100,18.39,overcast clouds
705,Halifax,CA,44.6453,-63.5724,50.22,96,100,28.77,moderate rain
706,Udachnyy,RU,66.4167,112.4,-17.55,75,98,0.4,overcast clouds
707,Naryan-Mar,RU,67.6713,53.087,8.08,96,73,8.93,broken clouds
708,Ha Giang,VN,22.8333,104.9833,72.93,99,97,1.52,overcast clouds
709,Boyolangu,ID,-8.1181,111.8935,77.22,90,97,0.31,overcast clouds
710,Tirur,IN,10.9,75.9167,74.39,91,94,4.5,overcast clouds
